Layer,Name,GEOID,Population,UNS_2018-2022,LNG_2021,DIS_2018-2022,EDB_2018-2022,EDE_2018-2022,UMP_2018-2022,INC_2018-2022,POV_2018-2022,PCT-W_2018-2022,PCT-B_2018-2022,PCT-H_2018-2022
(Indicator name),,,,"Uninsured rate (% of residents), 2018-2022","Chronic obstructive pulmonary disease (COPD) (% of adults), 2021","Disability (% of residents), 2018-2022","High school graduation rate (% of residents), 2018-2022","College graduation rate (% of residents), 2018-2022","Unemployment rate (%), 2018-2022","Median household income, 2018-2022","Poverty rate (% of residents), 2018-2022","Demographics, Non-Hispanic White (% of residents), 2018-2022","Demographics, Non-Hispanic Black (% of residents), 2018-2022","Demographics, Hispanic or Latino (% of residents), 2018-2022"
(Definition),,,,"Percent of residents without health insurance (at the time of the survey).","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have chronic obstructive pulmonary disease (COPD), emphysema, or chronic bronchitis. Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of residents with a disability, defined as one or more sensory disabilities or difficulties with everyday tasks.","Residents 25 or older with at least a high school degree: including GED and any higher education","Residents 25 or older with a four-year college (bachelor's) degree or higher","Percent of residents 16 and older in the civilian labor force who are actively seeking employment.","Income in the past 12 months.","Percent of residents in families that are in poverty (below the Federal Poverty Level).","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns.","Percent of residents within each demographic group. Use this topic to explore age, gender, and racial/ethnic breakdowns."
(Citation),,,,"American Community Survey (Tables B27001/C27001)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","American Community Survey (Table S1810)","American Community Survey (Table B15002)","American Community Survey (Table B15002)","American Community Survey (Tables B23025, B23001, and C23002)","American Community Survey (Table B19013)","American Community Survey (Table B17001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)","American Community Survey (Table B01001)"
---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
Census tract,Tract 8348,17031834800,1753,21.27153891859774,9.8,36.30421865715983,86.64468260511129,17.889530090684254,20.75471698113208,19045.420572772244,31.96821515892421,1.06951871657754,92.03802733214498,5.525846702317291
Census tract,Tract 8349,17031834900,1952,7.734806629834254,13.1,29.2817679558011,71.7983651226158,9.673024523160764,29.31726907630522,16963.087025000554,44.41988950276243,0.9944751381215468,96.57458563535911,0.1104972375690607
Census tract,Tract 8350,17031835000,6398,15.444224184537756,8.1,13.479906289421518,75.43138866064092,8.682552725280745,24.06015037593985,31044.28310299696,27.17606775995675,1.567850063074428,34.31248873670932,61.867003063615066
Census tract,Tract 8351,17031835100,5585,21.2816116588084,5.3,9.815687955422202,67.33176838810641,7.081377151799686,8.398058252427184,43140.33953725681,20.10287183883412,2.400342906129447,12.494642091727387,84.18345477925418
Census tract,Tract 8352,17031835200,2038,15.246045694200353,6.0,12.873462214411246,83.31265508684864,18.23821339950372,7.674418604651163,73239.27438496861,5.404217926186291,15.289982425307558,7.820738137082602,73.68189806678383
Census tract,Tract 8355,17031835500,1584,3.804737975592247,11.8,23.47451543431443,80.72687224669603,13.325991189427311,30.15873015873016,16783.369994897846,47.45154343144293,3.6611629576453697,80.97631012203877,12.921751615218952
Census tract,Tract 8356,17031835600,898,0.0,7.3,37.917222963951936,65.91304347826087,1.9130434782608692,39.42857142857143,12321.619645511213,61.94926568758344,0.0,93.05740987983978,5.473965287049399
Census tract,Tract 8358,17031835800,1698,6.8034557235421165,6.7,9.1792656587473,96.1380443714051,41.82415776499589,15.798319327731091,73232.8559196078,17.71058315334773,0.0,88.66090712742981,9.611231101511878
Census tract,Tract 8360,17031836000,2338,4.301786896095301,5.1,15.42025148908008,91.22137404580153,45.41984732824427,10.593998775260255,70870.86066682934,24.619457313037724,3.871608206485771,91.06551952349436,1.5221707478491064
Census tract,Tract 8361,17031836100,1893,6.513409961685824,7.5,19.923371647509576,81.7157712305026,33.62218370883882,20.199778024417316,19207.716054038465,44.44444444444444,2.7914614121510675,89.60043787629995,0.6568144499178982
Census tract,Tract 8362,17031836200,2178,3.095975232198142,2.3,5.696594427244582,100.0,86.38297872340426,3.898635477582846,134100.07985980168,10.130718954248366,57.69455822118198,8.952603861907548,9.128145114101814
Census tract,Tract 8363,17031836300,1492,5.791284403669724,4.0,12.844036697247708,97.37065309584392,74.72434266327396,12.37842617152962,59345.13072605869,27.408256880733944,37.32798165137615,45.75688073394495,3.268348623853211
Census tract,Tract 8364,17031836400,3621,5.286809410520751,6.8,11.34020618556701,91.43187958317252,42.30027016595909,19.969278033794165,22706.696599303443,31.800158604282316,2.854877081681205,85.30266983875231,6.502775574940524
Census tract,Tract 8365,17031836500,1527,3.0223390275952693,5.4,20.959264126149804,79.42386831275721,33.744855967078195,9.65034965034965,28373.2845892766,24.70198675496689,12.155059132720108,86.39947437582128,1.1169513797634691
Census tract,Tract 8366,17031836600,2929,2.3883237505528525,5.4,20.30075187969925,88.70792616720955,41.25950054288817,3.891050583657588,74053.50256216864,5.6612118531623175,36.30769230769231,14.593406593406591,42.98901098901099
Census tract,Tract 8367,17031836700,2481,4.627044276027124,9.1,11.727163940965298,86.95114409400124,17.192331478045762,3.173374613003096,47161.04962399343,16.99242122058237,3.3506182688472275,77.42321499800559,19.22616673314719
Census tract,Tract 8368,17031836800,2645,20.037950664136623,13.3,27.17267552182163,64.64379947229551,11.477572559366754,17.944397641112047,17836.915237693825,63.946869070208734,3.681214421252372,95.18026565464896,0.8349146110056925
Census tract,Tract 8369,17031836900,1439,16.95085255767302,8.3,8.676028084252758,90.63097514340345,30.30592734225621,8.832807570977918,23519.090929257523,75.57673019057172,2.7582748244734203,80.44132397191575,12.738214643931794
Census tract,Tract 8370,17031837000,2042,19.641888225718937,8.5,19.316332067281607,83.2140015910899,37.151949085123306,16.885743174924166,37614.9577852215,26.69560499186109,9.115572436245252,78.83884970157352,10.417797069994574
Census tract,Tract 8371,17031837100,1652,5.6105610561056105,8.8,17.293729372937293,83.36594911937377,28.767123287671232,16.13316261203585,44819.22669092038,23.564356435643564,14.71947194719472,49.306930693069305,31.74917491749175
Census tract,Tract 8373,17031837300,2489,8.83128295254833,8.1,15.685413005272409,82.92682926829268,10.886377156454492,18.45703125,17374.78573171543,52.10896309314587,3.0616302186878728,94.27435387673955,0.7554671968190855
Census tract,Tract 8374,17031837400,1990,4.391582799634035,8.3,17.246111619396157,88.13920454545455,19.957386363636363,24.415341440598688,46992.3356773664,38.426349496797805,4.94053064958829,78.49954254345836,15.23330283623056
Census tract,Tract 8378,17031837800,2837,2.9619181946403383,4.8,15.267983074753175,92.75575134605972,41.40969162995594,12.13307240704501,53805.99511967878,31.06488011283498,17.982608695652175,62.4,13.878260869565215
Census tract,Tract 8380,17031838000,2651,3.257207038562336,6.8,15.986521901909398,86.64163090128756,26.824034334763947,20.72874493927125,24457.103795558905,33.32085361287907,16.323474354174465,61.28790715087982,12.804193186072633
Census tract,Tract 8381,17031838100,1821,8.860759493670885,8.7,28.247834776815456,79.89652623798965,43.23725055432372,6.951219512195123,23840.014197298075,37.2,35.04330446369087,55.09660226515656,5.463024650233178
Census tract,Tract 8382,17031838200,1675,1.3237063778580025,2.3,8.062575210589651,96.91817215727949,59.82996811902231,10.3831891223733,76956.48275250116,11.918604651162791,32.660850599781895,26.826608505997815,19.35659760087241
Census tract,Tract 8383,17031838300,2580,2.4958402662229617,3.2,9.816971713810316,93.70529327610872,73.86742966142108,2.232854864433812,103044.79367332904,9.696213066999585,58.88038662907773,23.80185259766412,2.9802658074909383
Census tract,Tract 8386,17031838600,1518,5.843681519357196,13.4,19.576333089846603,75.29039070749735,4.857444561774024,18.8715953307393,16997.013199050554,35.28122717311907,3.557312252964427,72.99077733860344,14.888010540184457
Census tract,Tract 8387,17031838700,4132,17.072518062617075,9.5,22.26384800642226,76.50298301973383,10.83065626434144,12.900274473924975,20020.110383992545,45.14316296494514,6.556061011506556,76.98688787797698,16.457051110516456
Census tract,Tract 8388,17031838800,3102,11.224806201550388,8.1,14.635658914728683,81.46817248459959,15.195071868583163,12.244897959183673,26700.815900973845,37.07514811350172,2.0155038759689923,62.48062015503876,34.88372093023256
Census tract,Tract 8390,17031839000,10435,2.414131501472032,2.7,6.800785083415113,96.65003563791872,74.8039914468995,10.690015682174597,101142.17715566006,15.636582189722528,60.549558390578994,9.048086359175665,9.68596663395486
Census tract,Tract 8391,17031839100,8234,3.940951627784368,2.1,4.468169236852511,95.4676029364826,80.89690392594957,4.175399000483637,112761.43330597394,6.572499279331219,41.89862647380576,10.708642275434546,14.379482192779871
Census tract,Tract 8392,17031839200,2749,5.178947368421053,6.0,17.347368421052632,89.34511434511434,47.50519750519751,12.914608327452363,39510.238913906695,28.15286624203821,15.957894736842103,56.29473684210527,1.6842105263157894
Census tract,Tract 8395,17031839500,1590,4.822616407982261,8.2,24.002217294900223,86.97996918335902,51.232665639445294,7.496823379923762,,17.329376854599406,12.472283813747229,52.77161862527716,19.124168514412418
Census tract,Tract 8396,17031839600,1729,6.564885496183207,7.7,25.95419847328244,78.44444444444446,31.407407407407405,8.990011098779133,59656.88475786951,23.435897435897434,8.040712468193384,85.44529262086515,5.801526717557252
Census tract,Tract 8397,17031839700,4545,7.44792762465811,4.8,8.773406269724385,86.59025787965616,55.41547277936962,2.823445318084346,76561.2886709998,9.430379746835444,35.15674310961498,3.576688407321692,32.84241531664212
Census tract,Tract 8398,17031839800,2686,9.166040570999249,4.8,5.371900826446281,86.72139063254465,51.03814582327379,6.666666666666667,71116.5961977861,17.836812144212523,47.257700976709245,4.470323065364388,15.439519158527425
Census tract,Tract 8399,17031839900,4431,2.150065818341378,4.6,10.794207985958751,90.02486874827301,46.78087869577232,4.381015599070694,91891.33472348543,8.271171566476525,51.5577007459412,1.7770952172005263,35.54190434401053
Census tract,Tract 8400,17031840000,3001,4.149377593360995,4.6,12.297246322142588,78.97359242650722,37.96711509715994,13.561553653719551,96718.02067481531,17.653715579026784,37.419841569219166,0.943040362127499,16.484345529988683
Census tract,Tract 8401,17031840100,3029,6.701388888888888,5.0,18.33333333333333,86.0,29.11111111111111,10.296904611497157,61218.40568779254,10.17361111111111,26.979166666666664,0.6944444444444444,6.805555555555555
Census tract,Tract 8402,17031840200,2497,8.074817518248176,4.6,12.454379562043796,66.20253164556962,20.506329113924053,4.569606801275238,37923.04412254043,29.026387625113745,19.790718835304823,0.3639672429481347,18.51683348498635
Census tract,Tract 8403,17031840300,4196,12.53428414701042,5.0,11.080636313768514,69.84060402684564,28.355704697986575,14.03953370501774,60433.519066527646,12.17772901810203,14.481623697202414,1.9199122325836533,57.62479429511794
Census tract,Tract 8404,17031840400,3369,15.317414094350612,5.4,8.823529411764707,78.67811799850635,26.624346527259146,5.692599620493358,65713.1652876062,11.677344205008737,7.22189866045428,0.0,36.458940011648224
Census tract,Tract 8407,17031840700,3900,11.755725190839694,4.8,4.8346055979643765,74.78440841669541,36.18489134184201,4.802478698683191,89608.19490228266,6.412213740458015,16.615776081424936,3.740458015267176,75.57251908396947
Census tract,Tract 8408,17031840800,3332,14.97851442602824,6.3,11.32596685082873,64.32909994478189,16.95196024295969,9.50134770889488,41560.48013487433,31.031307550644566,1.1356660527931246,1.596071209330878,97.268262737876
Census tract,Tract 8410,17031841000,1136,0.7839721254355401,3.9,12.979094076655052,90.22633744855966,65.22633744855966,0.5571030640668524,95130.82588344906,19.686411149825783,29.442508710801395,34.66898954703833,6.010452961672474
Census tract,Tract 8411,17031841100,7356,9.012875536480689,6.4,19.670958512160222,59.91719984945427,27.681595784719608,6.320346320346321,44509.306506355504,12.861230329041486,10.886981402002862,3.5050071530758222,1.3447782546494993
Census tract,Tract 8412,17031841200,4873,9.560489352061625,3.8,14.884458541005891,66.445842994369,25.33951639615767,8.068033144352377,55472.04534262073,12.867228421771806,16.560942455822385,1.835070231082918,79.08926144086996
Census tract,Tract 8413,17031841300,4173,8.362288626360899,3.8,14.50081074820477,77.58726270667484,41.02878138395591,6.958393113342898,73119.15739035915,11.082773011824717,15.890664813527913,4.771832290942784,72.17975445911513
Census tract,Tract 8415,17031841500,2904,6.914614981665794,8.4,15.086432687270824,81.56277436347673,22.21246707638279,20.192307692307693,24711.091639122427,45.88789942378209,4.3478260869565215,91.35673127291776,4.033525405971713
Census tract,Tract 8417,17031841700,1509,18.733509234828496,14.5,14.160070360598064,72.10884353741497,22.33560090702948,11.636363636363637,22614.08731338317,27.61653474054529,10.29023746701847,31.310466138962177,54.089709762532976
Census tract,Tract 8418,17031841800,2404,7.698924731182796,7.6,13.204301075268818,86.33582596872876,23.79333786539769,22.607879924953096,41531.13857893919,29.161290322580648,1.759656652360515,81.84549356223177,13.905579399141631
Census tract,Tract 8419,17031841900,6500,3.7940832358348655,2.5,8.875146247701823,93.76,62.048,13.768352365415987,120853.28427871071,16.565481352992194,47.76867792077553,14.875480528163129,12.000668560922614
Census tract,Tract 8420,17031842000,2590,8.348794063079778,4.0,9.230055658627087,81.65680473372781,35.946745562130175,15.12513601741023,107165.44843496972,23.90829694323144,31.71080887616321,36.64996420901932,8.339298496778811
Census tract,Tract 8421,17031842100,6650,31.006333567909923,7.299999999999999,8.979591836734693,75.62543034197843,12.64631627266468,11.955951756685891,46677.83087468666,21.660291826037685,3.572433192686357,47.38396624472574,45.72433192686357
Census tract,Tract 8422,17031842200,4212,1.582454192115491,3.0001945659006957,9.106052193225986,97.91933418693982,78.77720870678617,2.0773638968481376,93559.21879367332,5.358134369794558,71.21043864519712,7.940033314825097,4.719600222098834
Census tract,Tract 8423,17031842300,3529,4.617486338797814,2.7,3.66120218579235,97.28535353535354,77.33585858585859,6.773353181987346,153499.4329510415,10.729847494553375,65.6318082788671,14.297385620915032,7.24400871459695
Census tract,Tract 8424,17031842400,3041,11.240922008209662,7.6,24.94474265866751,90.33717105263158,35.40296052631579,4.5487894350697,66583.32580580757,12.97162457125039,1.153726223885251,92.79700654817586,2.2762706579357657
Census tract,Tract 8425,17031842500,2644,10.208248264597795,9.8,17.35402204981625,83.51158645276293,16.666666666666664,14.61139896373057,25632.599880210295,41.07799101674153,0.0,93.5483870967742,3.2666394446712945
Census tract,Tract 8426,17031842600,4245,9.118942731277532,5.1,10.374449339207048,80.95083034842071,30.706610224682517,3.928571428571429,83000.8432751392,19.22907488986784,39.00881057268722,6.762114537444934,37.51101321585903
Census tract,Tract 8428,17031842800,7637,17.086834733893557,6.7,9.309606195419343,70.42912873862159,11.65149544863459,8.468834688346885,44947.5959981366,22.952710495963093,7.513593672763223,0.0,90.5750535508321
Census tract,Tract 8429,17031842900,2480,18.53233830845771,10.6,17.195273631840795,80.18590998043052,28.03326810176125,13.521772345301756,17700.293617870848,60.97636815920397,13.837064676616912,58.55099502487562,4.0111940298507465
Census tract,Tract 8430,17031843000,2880,9.808013355592657,11.9,22.746243739565944,82.16393442622952,10.163934426229508,11.13861386138614,21627.47749506422,44.616026711185306,4.751979991663193,92.83034597749062,2.417674030846186
Census tract,Tract 8431,17031843100,1747,16.432225063938617,8.4,19.245524296675192,81.27906976744185,23.72093023255814,6.595092024539877,42782.73932429734,39.130434782608695,12.404092071611252,75.38363171355499,11.12531969309463
Census tract,Tract 8432,17031843200,2422,14.437819420783644,3.7,12.47870528109029,89.40845070422534,33.97183098591549,7.022106631989597,60674.669979369544,17.89069171648164,31.984667802385008,3.0664395229982966,60.73253833049404
Census tract,Tract 8433,17031843300,1572,10.098360655737704,7.6000000000000005,11.016393442622952,80.48076923076923,12.884615384615383,28.865979381443296,37823.09944763637,38.9920424403183,6.297709923664121,66.34860050890585,21.310432569974555
Census tract,Tract 8434,17031843400,1524,15.550041356492969,10.4,20.01654259718776,77.38095238095238,6.70995670995671,12.903225806451612,29711.993078817184,22.16708023159636,1.240694789081886,56.74110835401158,42.018196856906535
Census tract,Tract 8435,17031843500,6030,9.634146341463415,7.1,9.878048780487806,58.026943586865,2.960987931518383,7.531380753138076,48482.33656469753,31.463414634146343,11.03426260906576,64.48180463928496,23.62204724409449
Census tract,Tract 8436,17031843600,3089,10.2832097100472,5.6,11.732973701955496,93.22799097065464,46.77200902934538,9.010416666666666,50660.03016925841,19.14605218569976,4.686446392447741,84.86176668914362,5.495616992582603
Census tract,Tract 8437,17031843700,2544,2.6498165511618423,3.7,5.788830004076641,91.10981987216734,73.678094131319,3.2880629020729093,175484.51065906518,7.134121483897268,62.00570729718712,2.8536485935589075,15.246636771300448
Census tract,Tract 8438,17031843800,2000,9.127789046653144,7.6,16.565246788370523,86.38698630136986,12.92808219178082,9.921259842519683,29428.663679318528,18.999323867478022,37.11967545638945,40.77079107505071,14.942528735632186
Census tract,Tract 8439,17031843900,3666,9.027027027027026,7.7,21.45945945945946,82.35926855503764,35.56830405163141,2.238046795523906,52196.79416136116,29.91891891891892,6.243243243243243,86.21621621621621,3.432432432432433
Census tract,Tract 8446,17031844600,1776,7.310081223124701,8.0,15.145723841376016,87.09862385321101,25.0,29.64563526361279,50031.9374875219,28.332537028189204,4.659340659340659,89.84615384615384,0.9230769230769232
Census tract,Tract 8447,17031844700,2342,22.01939532230462,7.147835579337786,15.915573302909298,85.5583543240974,25.10495382031906,15.829694323144103,47036.3480112691,25.613234455219622,2.2247575584711923,75.98402738163149,20.593268682258984
Census tract,Tract 8400,17043840000,2835,19.063545150501675,5.8,5.88628762541806,80.72289156626506,20.69146149816658,6.23409669211196,67337.03702389139,13.979933110367892,27.89297658862877,3.444816053511706,60.83612040133779
Census tract,Tract 8408.01,17043840801,2621,5.027932960893855,8.7,18.220885259991405,79.85386221294362,22.44258872651357,6.556082148499211,64713.71853856563,6.106539627544391,53.50269438029254,1.1162432640492683,42.6481909160893
