Layer,Name,GEOID,Population,UNS_2019-2023,MCD_2019-2023,CZM_2020-2024,EVR_2018,EKW_2024,RBU_2019-2023,LNG_2022,CAN_2022,DIS_2019-2023,HTJ_2019-2023
(Indicator name),,,,"Uninsured rate (% of residents), 2019-2023","Medicaid coverage (% of residents), 2019-2023","Major crime (crimes), 2020-2024","Eviction rate (% of renter-occupied households), 2018","Walkability Index, 2024","Rent-burdened (% of renter-occupied housing units), 2019-2023","Chronic obstructive pulmonary disease (COPD) (% of adults), 2022","Have ever had cancer (% of adults), 2022","Disability, from American Community Survey (% of residents), 2019-2023","Crowded housing (% of occupied housing units), 2019-2023"
(Definition),,,,"Percent of residents without health insurance (at the time of the survey).","Percent of residents covered by Medicaid, a state-administered health insurance program for residents meeting certain income limits and other eligibility standards that vary by state.","The most serious offenses, also known as index crimes. Includes homicide, criminal sexual assault, robbery, aggravated assault, aggravated battery, burglary, larceny, vehicle theft, and arson.","Percentage of renter-occupied housing units with an eviction over the past year. An eviction happens when a landlord expels people from property he or she owns. Evictions are landlord-initiated involuntary moves that happen to renters. This is based on available eviction records and estimates for missing data, and does not include voluntary move-outs or evictions that take place outside of the legal system. A high eviction rate could be based on a high number of evictions, a very low number of renter-occupied units, or both.","A ranking of an area's walkability, based on intersection density, proximity to transit, diversity of businesses, and density of housing. Values range from 1 to 20 with 20 being most walkable","Households spending more than 30% of income on rent are considered rent-burdened. Rent costs do not include utilities, insurance, or building fees.","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have chronic obstructive pulmonary disease (COPD), emphysema, or chronic bronchitis. Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have cancer (other than skin cancer). Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of residents with a disability, defined as one or more sensory disabilities or difficulties with everyday tasks, reported by American Community Survey.","Percent of occupied housing units with more than one occupant per room (e.g. three occupants in a one-bedroom apartment)."
(Citation),,,,"American Community Survey (Tables B27001/C27001)","American Community Survey (ACS) (Tables S2704, S2701, and B27010)","Crime data portal","The Eviction Lab at Princeton University (All yearly data), Cook County Sheriff's Office of Research (Monthly data in Chicago only)","Agency for Toxic Substances and Disease Registry - Environmental Justice Index","American Community Survey (Table B25070)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","American Community Survey (Table S1810)","American Community Survey (Table B25014)"
---,---,---,---,---,---,---,---,---,---,---,---,---,---
Census tract,Tract 633.02,17031063302,4577,4.913294797687861,2.2639691714836223,54.2,0.27,9.83,33.230926779313876,2.1,4.5,6.9364161849710975,4.516806722689076
Census tract,Tract 633.03,17031063303,1274,0.0,4.652996845425868,32.8,0.19,16.33,54.418604651162795,4.8,14.0,18.690851735015773,1.958650707290533
Census tract,Tract 634,17031063400,2417,9.269311064718162,5.135699373695198,135.4,0.13,15.75,32.796208530805686,2.0,3.4,4.133611691022965,0.5192878338278931
Census tract,Tract 701.01,17031070101,4171,1.483608518784398,6.724096673845417,124.0,0.12,12.83,34.7239263803681,4.6,7.6,9.57166786312515,0.0
Census tract,Tract 701.02,17031070102,3063,2.767208578346593,4.323763403666551,176.0,0.56,16.11,37.67006802721088,2.3,4.7,2.0062262193012796,2.507836990595611
Census tract,Tract 701.03,17031070103,1845,3.450655624568668,0.8281573498964804,65.4,0.0,15.75,37.63837638376384,2.1,2.7,9.730848861283643,0.0
Census tract,Tract 702,17031070200,4200,0.5723630417007358,3.4886890160806763,155.0,0.47000000000000003,15.44,35.33519553072625,2.1,4.4,7.549741073862087,0.9514747859181732
Census tract,Tract 703,17031070300,4349,3.8695411829740185,0.6633499170812603,102.6,0.2,17.67,39.44954128440367,1.6,3.1,5.887230514096186,2.164762477450391
Census tract,Tract 704,17031070400,3250,0.4570383912248629,14.107251675807431,60.6,0.12,15.94,44.70284237726098,3.3,5.7,4.753199268738574,1.4976174268209663
Census tract,Tract 705,17031070500,3322,0.0,5.626072041166381,53.6,0.0,15.33,45.86994727592268,2.9,6.0,6.3807890222984565,0.0
Census tract,Tract 706,17031070600,3449,2.080820265379976,0.3920386007237635,44.0,0.25,15.67,24.652087475149106,2.2,4.9,1.749095295536791,0.6196746707978312
Census tract,Tract 707,17031070700,3699,2.0419275796351757,9.202286958889191,126.4,0.62,17.0,33.863080684596575,2.5,4.5,3.9205009528995376,0.0
Census tract,Tract 710,17031071000,4357,2.3082303567265097,3.753788761949172,56.0,0.0,16.0,28.85906040268457,2.4,2.9,6.248542783865703,1.6299137104506232
Census tract,Tract 711,17031071100,3091,2.958218969197926,2.531259530344617,101.0,0.0,16.92,23.174603174603178,2.2,4.1,4.8185422384873435,2.564102564102564
Census tract,Tract 712,17031071200,2973,2.0029673590504453,8.494065281899111,110.0,0.23000000000000004,17.17,41.73027989821883,2.5,4.7,6.93620178041543,0.0
Census tract,Tract 713,17031071300,3893,1.594650205761317,3.5236625514403292,109.4,0.21,16.08,22.36421725239617,2.6,5.4,1.5689300411522635,1.372456223379082
Census tract,Tract 714,17031071400,4962,0.6387665198237885,12.09251101321586,121.4,0.13,16.5,51.259360108917626,3.6,6.5,7.555066079295155,0.2861230329041487
Census tract,Tract 715,17031071500,6282,3.6658855038500167,3.0297957817207903,199.0,0.16000000000000003,16.06,25.704944830404575,2.1,5.6,4.034147974556411,2.547268907563025
Census tract,Tract 716,17031071600,1793,0.7717750826901874,1.6538037486218304,28.0,,17.0,41.66666666666667,4.3,6.8,2.2601984564498347,0.0
Census tract,Tract 717,17031071700,1660,1.4066496163682864,6.457800511508951,31.6,0.38,15.08,34.71698113207547,3.4,6.6,7.9923273657289,0.0
Census tract,Tract 718,17031071800,2652,2.740714028128381,3.101334294987378,72.8,1.0,15.92,16.304347826086957,3.6,6.2,3.498016588532275,1.651376146788991
Census tract,Tract 801,17031080100,6388,2.0546837081378415,1.5207895162595049,65.8,0.25,12.93,38.847235238987814,4.1,10.2,10.823491344442647,0.0
Census tract,Tract 802.01,17031080201,3375,1.4929742388758782,3.6885245901639343,45.4,0.62,13.78,17.976318622174382,4.2,10.0,11.036299765807962,0.0
Census tract,Tract 802.02,17031080202,4225,9.062272837412165,0.9934577174703174,154.4,0.37,16.33,40.024330900243314,3.1,6.9,11.77610855342864,0.0
Census tract,Tract 803,17031080300,5499,2.210126999835065,1.797789873000165,217.8,0.16,16.08,34.91218733368813,2.1,4.0,5.014019462312387,2.686843730697962
Census tract,Tract 804,17031080400,4569,8.26929502171734,44.06949548947544,105.4,1.56,15.11,43.17567567567567,4.2,4.2,15.218843969261613,4.443466783985921
Census tract,Tract 810,17031081000,8746,5.3315521010444495,13.966480446927374,214.6,0.44,16.5,45.038971982304616,4.2,5.6,12.594121933446685,3.2132963988919667
Census tract,Tract 811,17031081100,4187,1.935483870967742,9.280397022332506,132.4,0.19,16.5,40.793580026749886,3.4,5.6,3.101736972704715,1.1035955856176576
Census tract,Tract 812.01,17031081201,5080,1.971954425942156,0.5258545135845749,271.2,0.3,15.83,24.36868686868687,3.8,9.7,9.48729184925504,2.2048846675712346
Census tract,Tract 812.02,17031081202,3357,1.3896766874645492,2.9211571185479297,66.6,0.0,13.38,22.110552763819097,3.8,12.5,5.587067498581963,0.6685768863419294
Census tract,Tract 813,17031081300,5540,2.5312066574202494,5.565187239944522,231.0,0.5,13.97,32.57993384785006,4.1,10.6,7.610957004160887,1.7389047495458083
Census tract,Tract 814.01,17031081401,2508,3.2271584241408213,0.5029337803855826,247.8,0.89,14.0,39.83548766157462,4.2,8.9,9.388097233864208,1.2418300653594772
Census tract,Tract 814.02,17031081402,7052,2.4600847181492345,6.207233626588465,148.6,0.36000000000000004,16.22,41.16457743631217,2.9,6.3,8.895405669599219,3.644963828603227
Census tract,Tract 814.03,17031081403,9843,1.1055596895928563,7.441267141490379,493.6,0.53,17.06,49.948633655229095,2.0,4.8,3.412352503454874,8.260267651130595
Census tract,Tract 815,17031081500,5917,2.0289272800321414,1.2053033346725592,646.6,0.31,17.0,36.49167733674776,2.6,6.4,2.5914021695460026,3.0461270670147953
Census tract,Tract 816,17031081600,4168,3.2541567695961997,2.7315914489311166,286.6,0.12,14.58,26.174496644295303,2.1,4.7,2.6128266033254155,0.0
Census tract,Tract 817,17031081700,5537,2.1684897332565725,3.857225100748417,635.0,0.25,18.17,37.36951983298539,1.7,3.2,6.0449050086355784,2.581339069642377
Census tract,Tract 818,17031081800,11373,1.0941805803209597,0.5106176041497812,429.6,0.53,18.5,31.89227498228207,2.0,3.8,2.8124493434916515,2.571428571428571
Census tract,Tract 819,17031081900,1325,7.554517133956386,7.632398753894081,24.4,0.5,13.33,25.0,3.5,4.9,7.242990654205607,1.9858156028368796
Census tract,Tract 901,17031090100,3585,1.990193250648976,2.1055667724257283,23.6,0.0,15.29,10.9375,4.4,9.2,8.883761176809921,0.0
Census tract,Tract 902,17031090200,6626,1.396735718769617,4.817953546767106,51.4,0.15,16.3,46.71641791044776,4.7,8.4,7.391713747645951,1.9259818731117824
Census tract,Tract 903,17031090300,1314,1.9794721407624631,7.624633431085044,12.0,,16.46,51.64835164835166,5.4,9.2,0.8797653958944283,0.9560229445506692
Census tract,Tract 1001,17031100100,5538,0.0,18.00429953421713,84.4,0.24,15.67,45.964125560538115,5.5,8.1,5.177355786456467,0.0
Census tract,Tract 1002,17031100200,7024,4.140646212326907,12.00108607113766,77.4,0.22,15.55,22.758620689655174,5.0,8.9,10.453434699972847,2.3321554770318023
Census tract,Tract 1003,17031100300,6252,7.25260201552949,10.507186519081449,57.0,0.1,14.1,62.62188515709642,9.0,11.6,17.511977531802412,2.078693392724573
Census tract,Tract 1004,17031100400,3207,0.9991184249191888,3.8201586835145465,18.4,1.67,13.72,100.0,4.9,9.1,13.341169556273876,0.7892659826361484
Census tract,Tract 1005,17031100500,6116,4.162944434518493,4.4130784348758265,82.8,0.33241285375961477,14.89,24.03846153846154,4.6,9.0,10.916562444166518,0.1283147989734816
Census tract,Tract 1006,17031100600,4897,4.869067103109656,9.779050736497544,66.0,0.22,16.12,38.0722891566265,5.8,8.0,12.520458265139116,1.07469102632993
Census tract,Tract 1007,17031100700,4967,3.4114732227939775,11.13016962073566,49.4,0.81,13.73,49.56521739130435,6.8,8.6,8.995616542786355,0.2098635886673662
Census tract,Tract 1101,17031110100,5568,6.76730869338886,13.135519694603506,63.4,1.09,16.07,46.912114014251785,5.4,8.1,13.326392503904216,1.4623655913978495
Census tract,Tract 1102,17031110200,2772,6.492589978828511,13.338038108680312,45.8,0.63,17.67,49.1970802919708,6.6,7.6,11.609033168666198,1.4749262536873156
Census tract,Tract 1103,17031110300,5348,2.488151658767773,8.096366508688783,78.2,0.57,15.2,47.40740740740741,5.0,7.8,7.839652448657188,0.6179775280898876
Census tract,Tract 1104,17031110400,4522,11.698789780367548,6.095921111609144,63.6,0.26,15.89,33.06320907617504,4.8,7.5,8.538771851187809,2.382109868740885
Census tract,Tract 1105.01,17031110501,4786,6.406465602207767,14.21249753597477,65.0,0.45,15.17,45.597897503285154,5.7,6.9,13.305736250739209,2.193877551020408
Census tract,Tract 1105.02,17031110502,3220,9.729886726691838,20.214928841126927,101.2,0.25,17.92,44.03292181069959,4.8,6.7,12.431019459773452,1.1235955056179776
Census tract,Tract 1201,17031120100,4402,7.444471564559434,3.3683182816695143,29.0,1.1,15.08,0.0,4.4,9.3,8.29875518672199,0.0
Census tract,Tract 1202,17031120200,4748,4.857397504456328,3.8770053475935833,58.8,0.78,15.75,29.75206611570248,5.7,9.4,9.31372549019608,0.7941009642654565
Census tract,Tract 1203,17031120300,6920,5.4416961130742045,9.583038869257951,70.6,1.06,14.64,51.05263157894737,4.4,8.7,10.431095406360424,0.7448059584476676
Census tract,Tract 1204,17031120400,3526,7.802713987473904,10.751565762004176,54.8,0.46,15.28,12.865497076023392,4.9,7.4,9.94258872651357,0.3965107057890563
Census tract,Tract 1301,17031130100,5205,2.4122807017543857,30.394736842105264,135.0,0.11,14.61,53.4688995215311,7.6,10.1,18.333333333333332,1.7174515235457064
Census tract,Tract 1302,17031130200,1403,6.657789613848203,16.378162450066576,107.6,0.0,15.0,58.88888888888889,4.3,9.0,11.451398135818907,3.3333333333333335
Census tract,Tract 1303,17031130300,5083,19.837728194726168,23.30628803245436,97.4,0.2,15.17,37.11711711711712,4.9,5.8,9.087221095334684,8.839479392624728
Census tract,Tract 1401,17031140100,3464,14.688017669795697,34.26283821093319,42.6,0.5,13.42,40.282685512367486,3.4,3.6,10.353395913859746,4.789430222956235
Census tract,Tract 1402,17031140200,5834,16.359086643728496,29.715358148264,96.0,0.47,15.5,36.78332092330603,4.0,3.8,7.77291210509853,9.921414538310412
Census tract,Tract 1403.01,17031140301,2693,26.824324324324323,29.7972972972973,56.2,1.16,15.92,44.776119402985074,5.2,3.6,8.243243243243244,8.099352051835854
Census tract,Tract 1403.02,17031140302,4060,15.856443719412724,15.889070146818923,49.2,0.29,13.72,37.13910761154855,6.1,5.7,5.840130505709625,4.0208488458674605
Census tract,Tract 1404,17031140400,6503,3.537532355478861,19.81018119068162,166.0,0.13,13.73,47.05882352941176,4.5,6.5,7.972389991371872,1.8242918867018725
Census tract,Tract 1405,17031140500,3451,18.019480519480517,24.155844155844157,88.2,0.47,16.61,43.66197183098591,5.0,5.7,7.142857142857142,6.988472622478387
Census tract,Tract 1406.01,17031140601,2545,22.439633638634472,22.148209825145713,27.6,0.95,14.5,47.465437788018434,5.5,5.0,10.32472939217319,3.225806451612903
Census tract,Tract 1406.02,17031140602,5041,28.95327942497754,27.9874213836478,93.2,1.11,13.5,36.99155794320798,5.0,4.1,11.36567834681042,1.23094958968347
Census tract,Tract 1407.01,17031140701,2784,30.463808854532676,20.44975404075896,78.8,0.26,16.17,31.922398589065253,4.0,3.9,5.375966268446943,2.413127413127413
Census tract,Tract 1407.02,17031140702,5535,20.85370440015043,26.682963520120342,85.0,0.51,14.29,46.18705035971223,4.1,4.2,13.576532531026702,3.827751196172249
Census tract,Tract 1408,17031140800,6486,21.900627110467923,13.072841292812347,123.4,0.36,15.57,29.948914431673053,3.7,5.6,5.563595433349413,1.985762457849382
Census tract,Tract 1502,17031150200,7434,13.64795918367347,10.232426303854874,160.6,0.85,15.8,32.09263854425144,5.3,6.1,10.54421768707483,2.156238953693885
Census tract,Tract 1503,17031150300,7120,4.588607594936709,16.196777905638665,122.4,0.25,15.4,28.808446455505276,5.1,7.3,12.37054085155351,0.561447286338116
Census tract,Tract 1504.01,17031150401,4681,13.38962605548854,20.506634499396863,57.6,0.27,16.08,38.95184135977337,5.7,7.2,10.675512665862485,3.0657748049052396
Census tract,Tract 1504.02,17031150402,3831,6.475556693114921,23.317123112362424,102.6,0.73,15.83,30.79777365491651,5.9,6.7,8.907089838750961,2.656826568265682
Census tract,Tract 1505.01,17031150501,3823,6.2851303014818605,12.57026060296372,43.6,0.76,12.44,32.52032520325203,4.8,7.6,11.573837506387328,9.06106369008536
Census tract,Tract 1505.02,17031150502,4239,12.14811057570378,18.03195536393609,54.4,0.6,15.39,61.99186991869918,5.7,6.7,14.329190971341616,2.098360655737705
Census tract,Tract 1506,17031150600,3882,7.95198799699925,22.655663915978995,62.4,1.02,13.96,38.607594936708864,5.7,6.8,12.07801950487622,1.8387553041018387
Census tract,Tract 1507,17031150700,4429,9.200283085633403,24.62845010615711,90.4,0.0,15.21,53.771289537712896,4.9,6.6,8.752064166076904,4.005621925509487
Census tract,Tract 1508,17031150800,4903,20.33509295386734,14.459490475097544,79.4,1.33,13.27,35.294117647058826,5.3,5.7,10.8790452145972,2.047981275599766
Census tract,Tract 1510.01,17031151001,2833,16.42694928084784,24.52687358062074,40.0,1.61,12.0,51.30890052356021,5.2,5.5,9.27327781983346,4.3968432919954905
Census tract,Tract 1510.02,17031151002,4588,22.389643463497453,26.23089983022071,121.6,0.52,14.62,56.75381263616558,5.2,5.2,9.465195246179968,5.036407766990291
Census tract,Tract 1511,17031151100,5140,18.04868395012863,22.818127844844646,103.2,0.55,16.0,40.0,5.3,6.2,8.549376607955669,5.72972972972973
Census tract,Tract 1512,17031151200,3880,16.50139842359522,14.74701245868294,74.8,0.34,14.89,74.8898678414097,5.5,6.6,9.204169844902111,3.9140445126630854
Census tract,Tract 1601,17031160100,2444,3.657616892911011,15.082956259426847,48.2,0.22,16.08,45.65217391304348,5.6,6.6,9.238310708898943,3.4034034034034035
Census tract,Tract 1602,17031160200,3278,2.478134110787172,16.38483965014577,57.2,1.17,13.88,25.62189054726368,3.7,7.0,13.819241982507288,0.9084027252081756
Census tract,Tract 1603,17031160300,3769,7.614942528735632,15.775862068965518,87.0,0.1,13.72,38.04034582132565,4.6,5.4,11.091954022988505,1.8973214285714284
Census tract,Tract 1604,17031160400,4854,11.365384615384617,19.442307692307693,104.8,0.88,15.11,42.74475524475525,4.3,5.4,8.942307692307692,0.7483629560336763
Census tract,Tract 1605.01,17031160501,3703,19.32572338731086,24.581895407486066,113.2,0.4,13.5,37.59820426487093,3.8,4.5,6.211839660207062,10.921985815602838
Census tract,Tract 1605.02,17031160502,3300,16.44080797749936,13.423676809000256,70.4,0.64,14.89,44.60260972716489,4.4,4.8,9.639478394272563,2.6923076923076925
Census tract,Tract 1606.01,17031160601,3380,8.643617021276597,12.134308510638297,38.0,0.45,15.61,44.642857142857146,3.0,5.0,5.950797872340425,1.2483574244415243
Census tract,Tract 1606.02,17031160602,3481,4.744036451353525,13.481640310908604,91.6,0.64,14.75,38.31908831908832,3.6,5.0,5.440900562851782,0.697084917617237
Census tract,Tract 1607,17031160700,5766,5.988700564971752,22.55044390637611,84.6,0.15,15.33,46.86258935663225,4.3,6.3,17.223567393058918,7.03001579778831
Census tract,Tract 1608,17031160800,4997,20.97321765371558,16.144850999622783,139.8,0.27,16.13,42.64943457189014,5.4,5.0,9.58129007921539,2.768903088391906
Census tract,Tract 1609,17031160900,2410,4.6014790468364835,12.078882497945768,61.0,0.0,15.92,25.633802816901408,3.6,6.4,3.451109285127362,0.7714561234329798
Census tract,Tract 1610,17031161000,1899,6.532921810699587,4.578189300411522,64.8,0.6,16.5,20.581113801452787,3.9,6.5,9.41358024691358,2.3086269744835968
Census tract,Tract 1611,17031161100,1940,1.6442451420029895,6.576980568011958,47.8,5.329380010128886,14.85,35.204081632653065,4.2,6.4,3.2386646736422517,0.4
Census tract,Tract 1612,17031161200,2820,10.701241782322864,23.046018991964935,42.0,0.82,15.5,48.9977728285078,4.9,5.3,4.784514243973703,4.40771349862259
Census tract,Tract 1613,17031161300,3899,15.37842190016103,22.624798711755233,82.6,0.0,16.33,58.50622406639005,5.8,5.1,12.34567901234568,2.219403931515536
Census tract,Tract 1701,17031170100,2034,6.191780821917808,15.123287671232877,56.2,0.79,17.0,66.47058823529412,11.6,11.8,17.47945205479452,0.0
Census tract,Tract 1702,17031170200,3812,5.87913590374624,21.95788898003828,52.8,0.0,14.28,47.91666666666667,5.1,7.2,9.051134809953512,6.651198762567673
Census tract,Tract 1703,17031170300,5216,10.802223987291502,14.277204130262112,71.4,0.18,13.8,17.929292929292927,5.1,7.3,14.138204924543288,2.883569096844396
Census tract,Tract 1704,17031170400,4141,8.0999242997729,16.149381781478677,47.8,0.49,14.79,20.0,5.5,7.8,14.988644965934895,1.5537600994406464
Census tract,Tract 1705,17031170500,5316,3.08,15.22,43.6,0.25,13.12,52.159468438538205,5.7,7.8,9.24,0.0
Census tract,Tract 1706,17031170600,2551,10.872954014029618,13.32813717848792,24.2,0.71,13.25,46.666666666666664,6.0,8.3,8.96336710833983,1.243523316062176
Census tract,Tract 1707,17031170700,3068,6.105006105006105,11.141636141636145,26.4,0.44,13.72,38.39662447257383,6.8,7.6,7.997557997557997,4.770164787510842
Census tract,Tract 1708,17031170800,3799,12.001992031872511,19.721115537848604,55.8,0.58,14.78,50.35971223021583,6.2,7.4,8.715139442231076,1.4018691588785046
Census tract,Tract 1709,17031170900,1662,27.679500520291363,17.221644120707598,17.4,0.88,16.33,80.46511627906978,7.3,7.0,11.602497398543184,12.06896551724138
Census tract,Tract 1710,17031171000,7313,5.94517054510679,16.671979598342364,138.0,0.65,15.11,25.665101721439747,5.3,7.6,11.045584953777494,0.0
Census tract,Tract 1711,17031171100,4235,8.711389961389962,15.83011583011583,73.0,0.9700000000000001,14.44,35.95166163141994,6.1,6.5,9.073359073359072,6.180193596425912
Census tract,Tract 1801,17031180100,6656,7.880755608028335,19.62809917355372,85.2,0.36,15.1,41.811414392059554,5.9,6.5,9.843565525383708,4.193971166448231
Census tract,Tract 1901,17031190100,2325,21.681231793591344,29.42155638784853,144.8,0.35,12.0,46.7175572519084,5.2,4.9,4.910528506034124,5.017502917152859
Census tract,Tract 1902,17031190200,5652,20.26768642447419,24.31774726229793,113.6,0.71,14.12,40.84699453551913,5.0,5.1,6.813836259342952,4.867529266789895
Census tract,Tract 1903,17031190300,5738,15.261187377429131,28.579069352825815,90.4,0.32,15.0,49.90601503759399,5.9,5.5,7.131395970761277,4.631886884446612
Census tract,Tract 1904.01,17031190401,4325,15.526443474041724,20.232896652110625,60.8,0.24,16.33,36.25954198473282,4.6,5.7,13.27025715672004,1.3157894736842104
Census tract,Tract 1904.02,17031190402,5294,17.807054823629407,32.150446238844026,138.8,0.53,15.58,46.83281412253375,5.6,5.3,6.799830004249893,4.355108877721943
Census tract,Tract 1906.01,17031190601,4382,17.2821270310192,27.621861152141804,53.8,0.44,14.44,55.223880597014926,4.8,4.3,17.872968980797637,19.28071928071928
Census tract,Tract 1906.02,17031190602,5378,10.76190476190476,22.685714285714287,99.6,0.0,14.0,44.469026548672566,5.2,4.8,11.447619047619048,12.523719165085389
Census tract,Tract 1907.01,17031190701,2972,12.551672303645244,30.43968432919955,58.0,1.66,12.58,50.49701789264414,4.8,4.4,8.756106726794439,4.83689538807649
Census tract,Tract 1907.02,17031190702,4952,20.70943075615973,27.76125743415463,75.0,1.05,14.06,50.690087829360095,6.0,4.0,10.407816482582838,15.389740173217856
Census tract,Tract 1908,17031190800,6831,22.51027505532722,27.12614606386342,124.0,0.83,14.23,57.83505154639176,4.6,4.5,19.174834018337023,11.693759832197168
Census tract,Tract 1909,17031190900,1927,14.593023255813954,33.372093023255815,61.6,0.48,14.5,39.710144927536234,4.8,5.4,8.662790697674419,3.273322422258593
Census tract,Tract 1910,17031191000,2422,14.20217209690894,25.98162071846282,35.0,0.78,16.42,62.30529595015576,5.4,4.1,10.818713450292398,11.080711354309166
Census tract,Tract 1911,17031191100,7533,17.37887212073074,44.51151707704528,184.4,0.71,15.36,56.96498054474708,6.1,3.9,8.419380460683081,10.221285563751318
Census tract,Tract 1912,17031191200,3810,22.56437483408548,38.624900451287495,89.8,0.74,16.0,29.40251572327044,4.9,3.4,10.432705070347756,6.685236768802229
Census tract,Tract 1913.01,17031191301,5214,13.84276855371074,28.585717143428685,73.0,0.0,14.56,46.975546975546976,5.3,4.2,11.38227645529106,7.939508506616256
Census tract,Tract 1913.02,17031191302,4940,16.351776878092668,32.45614035087719,130.4,0.0,15.42,63.82252559726962,5.4,3.9,18.57849752586595,15.677966101694915
Census tract,Tract 2001,17031200100,4118,9.181744531460978,26.92411558196057,79.6,0.47,14.22,36.312849162011176,4.5,5.1,10.829057520928975,10.87124132613724
Census tract,Tract 2002,17031200200,5162,24.751834268450583,31.61415623651273,81.0,0.36,13.92,45.9375,4.3,4.3,11.84721622788088,6.6550925925925934
Census tract,Tract 2003,17031200300,2015,19.000549148819328,19.9890170236134,58.8,0.36999999999999994,14.17,43.56435643564357,4.1,4.2,6.479956068094453,1.9417475728155336
Census tract,Tract 2004.01,17031200401,3743,15.029469548133594,28.356254092992796,57.0,0.55,13.25,42.20374220374221,4.8,4.0,8.153241650294696,13.856068743286787
Census tract,Tract 2004.02,17031200402,4192,17.0004086636698,24.376787903555375,69.0,0.83,13.56,26.776859504132233,4.9,4.1,10.318757662443808,8.880597014925373
Census tract,Tract 2101,17031210100,4066,10.264275601698914,10.9249646059462,120.4,0.49,17.22,32.13077790304396,3.2,4.4,5.922605002359604,0.5119453924914675
Census tract,Tract 2104,17031210400,2912,12.736724842183438,37.50464166357222,55.6,0.7000000000000001,13.75,62.295081967213115,6.6,4.6,7.092461938358707,0.4136504653567736
Census tract,Tract 2105.01,17031210501,3555,17.768301350390903,21.144278606965177,107.8,0.66,17.25,46.673706441393875,4.4,4.2,8.990760483297796,1.8168604651162792
Census tract,Tract 2105.02,17031210502,4099,21.125461254612546,28.113468634686345,62.4,0.39,15.11,36.0655737704918,3.8,4.0,10.631918819188192,1.1873350923482848
Census tract,Tract 2106.01,17031210601,2717,7.987711213517665,14.439324116743473,38.0,0.0,13.67,34.78260869565217,4.0,4.7,8.986175115207374,0.0
Census tract,Tract 2106.02,17031210602,4148,9.024332624616113,23.411292227734467,110.4,0.22,15.06,25.77220077220077,3.5,3.9,8.008504606661942,4.5184304399524375
Census tract,Tract 2107,17031210700,3907,16.26702997275204,9.482288828337875,61.4,0.11,14.0,36.9179600886918,2.8,4.1,7.329700272479564,1.9230769230769231
Census tract,Tract 2108,17031210800,986,19.223484848484848,13.541666666666666,32.0,0.8100000000000002,18.0,45.20547945205479,2.7,4.0,8.333333333333332,0.0
Census tract,Tract 2109,17031210900,3170,6.432947583390061,7.215793056501021,50.4,0.32,16.08,20.937042459736457,2.9,4.4,10.925799863852962,0.0
Census tract,Tract 2203,17031220300,2207,5.052430886558628,7.483317445185891,33.6,0.0,14.67,33.50253807106599,2.3,4.2,6.863679694947569,0.4102564102564102
Census tract,Tract 2204,17031220400,2579,1.4492753623188406,7.551487414187644,115.2,0.0,16.0,48.372093023255815,2.7,4.9,2.593440122044241,1.1304347826086958
Census tract,Tract 2205,17031220500,2751,1.6582064297800336,6.429780033840947,161.4,0.0011522500768594505,15.99,39.120370370370374,2.5,4.0,10.998307952622676,0.8450704225352111
Census tract,Tract 2206.01,17031220601,1635,3.32541567695962,4.809976247030879,60.8,0.0,15.0,19.069767441860467,2.4,4.3,4.334916864608076,0.5305039787798408
Census tract,Tract 2206.02,17031220602,4877,5.351473922902494,11.904761904761903,121.8,0.15,15.77,33.317602642756015,2.7,4.1,6.258503401360545,5.68436798803291
Census tract,Tract 2207.01,17031220701,2920,14.51949860724234,14.972144846796656,67.8,0.52,13.06,41.76755447941888,3.1,3.9,7.938718662952645,1.4899211218229622
Census tract,Tract 2207.02,17031220702,3653,13.42969776609724,20.446780551905388,103.6,0.64,14.92,41.13980409617098,3.5,3.6,6.675427069645204,2.595051297525649
Census tract,Tract 2209.01,17031220901,2903,12.736179146256124,26.871938418474457,42.0,0.48,13.61,45.34534534534534,5.1,4.1,7.172848145556333,4.457364341085271
Census tract,Tract 2209.02,17031220902,2959,8.941027266962587,29.993658845909955,69.6,0.0,15.0,37.693631669535286,4.1,4.0,6.182625237793278,2.654028436018957
Census tract,Tract 2210,17031221000,2432,23.101141282959464,19.677292404565133,61.4,0.14,13.58,27.9322853688029,3.6,3.4,9.16961826052735,0.0
Census tract,Tract 2211,17031221100,4440,8.044856167723061,13.139931740614337,97.0,0.3,14.89,35.54033485540335,3.6,4.4,12.481716235982448,1.0309278350515465
Census tract,Tract 2212,17031221200,2954,4.482323232323232,17.73989898989899,99.0,0.13,17.08,27.181688125894137,2.3,3.7,5.1767676767676765,0.3852080123266564
Census tract,Tract 2213,17031221300,3062,8.173076923076923,14.114010989010987,127.8,0.0,17.28,36.21621621621622,3.5,3.2,5.4945054945054945,1.690331304935767
