Layer,Name,GEOID,Population,UNS_2019-2023,MCD_2019-2023,CZM_2020-2024,EVR_2018,EKW_2024,RBU_2019-2023,LNG_2022,CAN_2022,DIS_2019-2023,HTJ_2019-2023
(Indicator name),,,,"Uninsured rate (% of residents), 2019-2023","Medicaid coverage (% of residents), 2019-2023","Major crime (crimes), 2020-2024","Eviction rate (% of renter-occupied households), 2018","Walkability Index, 2024","Rent-burdened (% of renter-occupied housing units), 2019-2023","Chronic obstructive pulmonary disease (COPD) (% of adults), 2022","Have ever had cancer (% of adults), 2022","Disability, from American Community Survey (% of residents), 2019-2023","Crowded housing (% of occupied housing units), 2019-2023"
(Definition),,,,"Percent of residents without health insurance (at the time of the survey).","Percent of residents covered by Medicaid, a state-administered health insurance program for residents meeting certain income limits and other eligibility standards that vary by state.","The most serious offenses, also known as index crimes. Includes homicide, criminal sexual assault, robbery, aggravated assault, aggravated battery, burglary, larceny, vehicle theft, and arson.","Percentage of renter-occupied housing units with an eviction over the past year. An eviction happens when a landlord expels people from property he or she owns. Evictions are landlord-initiated involuntary moves that happen to renters. This is based on available eviction records and estimates for missing data, and does not include voluntary move-outs or evictions that take place outside of the legal system. A high eviction rate could be based on a high number of evictions, a very low number of renter-occupied units, or both.","A ranking of an area's walkability, based on intersection density, proximity to transit, diversity of businesses, and density of housing. Values range from 1 to 20 with 20 being most walkable","Households spending more than 30% of income on rent are considered rent-burdened. Rent costs do not include utilities, insurance, or building fees.","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have chronic obstructive pulmonary disease (COPD), emphysema, or chronic bronchitis. Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of resident adults aged 18 and older who report ever having been told by a doctor, nurse, or other health professional that they have cancer (other than skin cancer). Data for counties and states are age-adjusted. Data for zips, tracts and smaller layers are raw.","Percent of residents with a disability, defined as one or more sensory disabilities or difficulties with everyday tasks, reported by American Community Survey.","Percent of occupied housing units with more than one occupant per room (e.g. three occupants in a one-bedroom apartment)."
(Citation),,,,"American Community Survey (Tables B27001/C27001)","American Community Survey (ACS) (Tables S2704, S2701, and B27010)","Crime data portal","The Eviction Lab at Princeton University (All yearly data), Cook County Sheriff's Office of Research (Monthly data in Chicago only)","Agency for Toxic Substances and Disease Registry - Environmental Justice Index","American Community Survey (Table B25070)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","PLACES (Sub-county data (zip codes, tracts)), Behavioral Risk Factor Surveillance System (BRFSS) (County and state level data)","American Community Survey (Table S1810)","American Community Survey (Table B25014)"
---,---,---,---,---,---,---,---,---,---,---,---,---,---
Census tract,Tract 2214,17031221400,3385,6.289517470881864,10.582362728785355,181.8,0.0,17.06,49.65034965034965,2.3,3.4,7.820299500831947,0.5232177894048398
Census tract,Tract 2215,17031221500,2909,7.890163364615919,22.10636079249218,78.2,0.2,16.75,38.331678252234354,4.2,4.9,8.27250608272506,0.624133148404993
Census tract,Tract 2216,17031221600,3159,2.631578947368421,5.451127819548872,81.0,0.14998237089354788,16.29,20.52341597796143,2.6,4.0,4.605263157894736,0.7309941520467835
Census tract,Tract 2222,17031222200,2156,6.917086578103528,3.160787906550618,57.8,0.42,17.33,27.536231884057973,1.8,3.9,2.565277141548328,0.0
Census tract,Tract 2225,17031222500,1415,4.512372634643377,6.622998544395925,35.2,0.56,15.38,25.203252032520325,2.5,3.5,6.914119359534207,0.0
Census tract,Tract 2226,17031222600,1599,14.04639175257732,13.853092783505156,32.8,0.4,16.0,33.93665158371041,2.9,3.6,8.762886597938143,3.580901856763926
Census tract,Tract 2227,17031222700,2082,15.864022662889518,28.847969782813976,42.4,0.96,14.83,32.437619961612285,4.2,3.7,7.412653446647781,2.31990231990232
Census tract,Tract 2228,17031222800,960,10.725552050473189,27.549947423764458,39.0,0.78,13.83,36.58536585365854,3.7,3.4,16.40378548895899,0.0
Census tract,Tract 2229,17031222900,1089,7.765151515151516,34.090909090909086,47.6,1.31,16.33,26.693227091633464,3.2,3.9,4.640151515151516,3.787878787878788
Census tract,Tract 2301,17031230100,1504,8.692722371967655,20.080862533692724,38.6,0.0,14.33,46.48318042813456,3.9,4.1,3.7735849056603774,4.777070063694268
Census tract,Tract 2302,17031230200,1834,8.908803373748023,21.34949920927781,79.4,0.24,16.33,35.917312661498705,4.0,3.8,10.648392198207697,2.1802325581395348
Census tract,Tract 2303,17031230300,956,14.97005988023952,28.74251497005988,43.2,0.0,11.83,47.651006711409394,5.1,3.2,8.283433133732535,7.28744939271255
Census tract,Tract 2304,17031230400,2235,8.703535811423391,26.382592928377154,42.4,0.8900735728547984,14.77,51.008645533141205,5.0,4.3,10.516772438803264,9.819121447028424
Census tract,Tract 2305,17031230500,3419,18.568433662773284,53.878406708595385,122.6,0.48152812583755916,15.01,58.55949895615866,5.9,4.1,15.783168613357294,7.513555383423702
Census tract,Tract 2306,17031230600,6817,33.429568146276914,36.38878864429208,329.4,0.83,15.44,44.43734015345269,6.7,3.9,13.641284734752796,13.53974121996303
Census tract,Tract 2307,17031230700,6218,18.40531561461794,52.607973421926914,184.2,1.13,14.88,63.93298059964727,7.3,4.3,14.302325581395348,6.328502415458938
Census tract,Tract 2308,17031230800,1234,14.510166358595194,16.635859519408502,29.2,0.74,13.17,36.53846153846153,5.1,4.4,12.846580406654343,0.0
Census tract,Tract 2309,17031230900,5044,8.536082474226804,27.09278350515464,119.6,0.71,12.5,46.824724809483484,4.3,4.2,10.515463917525771,1.7292490118577075
Census tract,Tract 2311,17031231100,1214,18.93687707641196,46.37873754152824,48.0,0.0,13.0,53.333333333333336,6.5,4.4,8.704318936877078,9.669811320754718
Census tract,Tract 2312,17031231200,5983,11.454130854236098,58.27047886335731,325.2,0.9599999999999999,14.17,76.64109121909634,6.9,4.0,14.523767760042098,5.642317380352645
Census tract,Tract 2315,17031231500,5655,19.052240012938704,47.82468057577228,402.0,2.23,14.56,63.306199123356286,7.4,4.4,16.61005984150089,3.039647577092511
Census tract,Tract 2402,17031240200,1556,5.747126436781609,14.681295715778475,50.6,0.25,16.67,37.18411552346571,2.9,5.0,11.024033437826542,3.602484472049689
Census tract,Tract 2403,17031240300,1362,1.2403100775193798,0.6976744186046512,52.4,,17.83,25.74626865671642,2.3,4.3,3.488372093023256,0.0
Census tract,Tract 2405,17031240500,2610,0.4020908725371934,2.0908725371934054,134.0,0.5,17.33,9.557522123893806,1.6,3.2,2.8548451950140734,0.5930318754633062
Census tract,Tract 2406,17031240600,1489,5.512679162072767,6.780595369349504,63.2,0.0,15.33,48.77300613496933,2.5,3.5,3.6383682469680263,1.8158236057068744
Census tract,Tract 2407,17031240700,1499,4.119138149556401,9.75918884664132,44.2,0.24,13.67,45.614035087719294,2.7,3.9,7.858048162230672,1.2534818941504178
Census tract,Tract 2408,17031240800,1687,7.530312699425654,19.591576260370132,42.8,0.56,14.92,50.797872340425535,2.4,4.0,8.487555839183154,0.0
Census tract,Tract 2409,17031240900,1122,3.327338129496403,10.431654676258994,159.6,0.53,15.0,31.671554252199417,3.9,5.3,8.093525179856115,3.696857670979667
Census tract,Tract 2410,17031241000,2363,13.129496402877695,19.424460431654676,71.6,0.35,13.83,43.1858407079646,3.1,4.2,9.172661870503598,0.9302325581395348
Census tract,Tract 2411,17031241100,3574,7.264833574529667,22.547033285094063,113.4,0.27,13.42,24.84248424842484,3.2,3.1,10.477568740955135,0.5408653846153846
Census tract,Tract 2412,17031241200,1714,1.60332541567696,9.798099762470308,75.2,0.19,17.0,33.33333333333333,2.4,4.3,11.935866983372922,1.0146561443066515
Census tract,Tract 2413,17031241300,1848,0.0,7.502799552071669,48.6,0.0,15.83,15.193370165745856,2.2,4.0,5.375139977603583,1.0113780025284451
Census tract,Tract 2414,17031241400,5273,1.5092419874512464,4.697303713752755,426.2,0.06,16.46,19.910011248593925,1.9,3.9,3.9342038324571815,0.6923076923076923
Census tract,Tract 2415,17031241500,2954,1.7472118959107803,3.420074349442379,227.6,0.0,16.78,19.32555123216602,1.7,2.9,3.0855018587360594,0.0
Census tract,Tract 2416,17031241600,3534,4.960091220068415,5.957810718358038,111.8,0.18,16.25,37.04819277108434,2.0,2.4,4.5895096921322684,0.0
Census tract,Tract 2420,17031242000,4692,1.3656387665198235,11.960352422907487,135.2,0.32,15.56,13.8,2.6,4.6,10.24229074889868,2.8546712802768166
Census tract,Tract 2421,17031242100,3976,3.947712418300654,5.7254901960784315,110.4,0.0,16.83,36.59340659340659,2.1,3.1,5.411764705882352,1.1741682974559686
Census tract,Tract 2422,17031242200,4082,1.6216216216216215,3.955773955773956,133.0,0.28,16.25,18.64406779661017,2.0,3.3,0.7125307125307125,0.0
Census tract,Tract 2423,17031242300,3568,3.8292529817953542,7.344632768361582,88.6,0.11,13.83,39.59131545338442,3.4,4.2,3.9861895794099182,1.9753086419753083
Census tract,Tract 2424,17031242400,2902,9.17373546968269,7.7285579641847315,91.4,0.20999999999999996,15.5,24.85355648535565,2.3,4.7,4.555450832547911,2.6925485284909207
Census tract,Tract 2425,17031242500,3426,9.12091209120912,9.930993099309932,168.8,0.19,13.75,38.831291234684265,3.9,4.4,6.5406540654065415,4.361979166666666
Census tract,Tract 2426,17031242600,5665,3.53205008409643,24.444029153429263,175.4,0.22,13.88,47.53119913185024,3.8,4.4,14.33376938889927,0.463678516228748
Census tract,Tract 2427,17031242700,1938,4.640250260688217,27.841501564129302,55.6,1.34,15.83,41.30019120458891,3.4,4.1,13.138686131386862,1.240694789081886
Census tract,Tract 2428,17031242800,1507,6.233243967828418,3.0160857908847185,83.2,0.43000000000000005,16.33,39.11439114391143,2.8,6.2,7.506702412868632,2.7496382054992763
Census tract,Tract 2429,17031242900,1962,8.761804826862539,9.44386149003148,67.0,0.0,17.08,28.162291169451077,3.4,5.0,7.450157397691501,7.218934911242604
Census tract,Tract 2430,17031243000,2234,7.811806480248558,4.704837993786063,58.0,0.0,16.08,29.132569558101473,2.9,4.2,4.837993786063027,0.7285974499089253
Census tract,Tract 2431,17031243100,2249,3.3146591970121384,10.830999066293185,92.2,0.68,17.5,40.5458089668616,2.1,4.3,1.7740429505135389,0.9394572025052192
Census tract,Tract 2432,17031243200,2287,2.4245002126754573,9.400255210548703,108.8,0.21,17.08,43.80530973451327,2.3,4.0,3.530412590387069,0.0
Census tract,Tract 2433,17031243300,2431,9.71093044263776,4.561878952122854,161.8,0.5,12.42,37.00189753320683,2.3,3.6,3.9295392953929538,1.604668125455872
Census tract,Tract 2434,17031243400,2880,7.15950715950716,10.08991008991009,110.6,0.44,16.78,44.455747711088506,2.6,3.9,2.93040293040293,3.2467532467532463
Census tract,Tract 2435,17031243500,4746,3.626373626373627,4.197802197802198,260.2,0.29007025950108933,17.01,23.31809274983671,2.4,3.2,0.7472527472527473,2.295081967213114
Census tract,Tract 2502,17031250200,2779,15.745329775066718,37.628669462447576,176.6,1.85,13.83,70.61728395061728,6.4,4.4,9.79794128860084,1.5240328253223916
Census tract,Tract 2503,17031250300,4742,17.656698074559607,25.80909463334699,92.2,0.93,13.48,54.88126649076517,8.3,4.4,14.522736583367472,2.8519417475728157
Census tract,Tract 2504,17031250400,5789,12.59870782483848,34.06317300789662,170.2,1.15,13.83,48.07149576669802,8.5,4.8,18.018664752333095,0.0
Census tract,Tract 2505,17031250500,7315,7.26160393669371,10.4934166777497,138.6,0.74,15.0,38.144329896907216,5.3,7.0,7.407899986700358,0.8250257820556892
Census tract,Tract 2506,17031250600,4203,6.212191717077711,33.597021870637505,150.8,1.42,13.21,79.32489451476793,7.9,5.1,19.846440204746393,5.344694035631294
Census tract,Tract 2507,17031250700,5932,12.479922903951172,37.455830388692576,298.2,1.32,10.73,58.4472049689441,8.7,4.8,16.62383552842917,4.12227883279296
Census tract,Tract 2508,17031250800,2432,15.202952029520295,36.23616236162361,127.8,1.37,15.5,53.40501792114696,7.5,4.7,23.24723247232472,4.337050805452292
Census tract,Tract 2510,17031251000,1075,21.032649962034927,37.66135155656796,81.8,2.45,15.5,69.70954356846472,9.2,4.4,12.300683371298406,15.274463007159904
Census tract,Tract 2511,17031251100,4468,6.567230632235084,42.11932324131789,172.4,1.54,10.21,55.943396226415096,10.4,4.7,20.859305431878894,6.631455399061033
Census tract,Tract 2512,17031251200,3910,31.373471307619944,27.02257761053622,159.8,2.47,12.17,66.57824933687002,7.9,4.9,29.93885230479774,0.0
Census tract,Tract 2513,17031251300,5098,5.821474773609314,36.54592496765847,169.4,1.56,12.87,51.76886792452831,8.0,4.3,27.943078913324708,2.7925531914893615
Census tract,Tract 2514,17031251400,3986,5.567451820128479,38.941572346283266,184.2,1.9,12.29,53.05882352941177,7.9,5.2,34.230651575405325,1.1379800853485065
Census tract,Tract 2515,17031251500,4342,14.339372514361468,46.531153336279274,296.8,3.89,11.67,69.65352449223417,8.7,4.1,13.654441007512151,4.0605643496214725
Census tract,Tract 2516,17031251600,3522,12.109551833408783,50.7922136713445,156.2,1.08,12.22,59.078947368421055,10.8,4.3,18.69624264373019,11.1198738170347
Census tract,Tract 2517,17031251700,1347,6.1447811447811445,43.602693602693606,108.2,2.35,15.17,43.37899543378995,7.0,4.0,23.484848484848484,5.89622641509434
Census tract,Tract 2518,17031251800,5101,5.6195709980499915,62.02800921822372,405.4,1.53,14.13,68.4931506849315,11.4,3.9,17.35507888672221,8.93789901334881
Census tract,Tract 2519,17031251900,5387,11.353874883286649,54.061624649859944,344.2,4.2,13.62,58.66596638655462,9.8,3.6,12.978524743230627,3.3498759305210917
Census tract,Tract 2520,17031252000,5646,4.402183483007572,63.69079063215355,274.0,1.53,13.04,48.171368861024035,8.2,4.5,21.060045782708222,4.412989175686928
Census tract,Tract 2521.01,17031252101,1502,17.91871921182266,25.18472906403941,104.2,2.14,14.83,47.928994082840234,8.4,4.6,17.91871921182266,4.807692307692308
Census tract,Tract 2521.02,17031252102,6187,18.5203331700147,44.47166421688715,336.0,3.26,13.21,62.18487394957983,10.0,4.5,16.838151233055694,5.429461504227859
Census tract,Tract 2522.01,17031252201,2940,6.014773126978544,46.78156876538868,218.8,2.8,13.28,66.51017214397497,9.8,5.5,9.708054871614491,9.243697478991598
Census tract,Tract 2522.02,17031252202,4783,9.503284072249588,58.251231527093594,337.4,2.17,12.7,48.586707410236826,9.4,4.4,17.631362889983578,4.942965779467681
Census tract,Tract 2601,17031260100,1477,10.305676855895197,50.91703056768559,117.4,1.71,15.17,54.21052631578947,12.9,5.7,29.78165938864629,4.7913446676970635
Census tract,Tract 2602,17031260200,1054,11.695447409733124,58.712715855572995,126.0,5.19,16.83,44.966442953020135,9.0,4.2,15.934065934065933,3.5623409669211195
Census tract,Tract 2603,17031260300,1528,12.63157894736842,47.80185758513932,95.8,1.64,15.5,70.05988023952095,12.3,4.3,23.405572755417957,21.748400852878465
Census tract,Tract 2604,17031260400,1398,6.42085187539733,75.20661157024794,101.6,2.64,15.17,63.33333333333333,11.6,4.1,32.16783216783217,22.70168855534709
Census tract,Tract 2605,17031260500,1833,5.20702634880803,33.31242158092848,157.4,1.79,13.46,85.91160220994475,11.0,4.2,20.012547051442912,0.0
Census tract,Tract 2606,17031260600,2114,10.307328605200944,39.71631205673759,164.2,2.12,11.58,59.210526315789465,9.8,4.1,23.451536643026007,10.44776119402985
Census tract,Tract 2607,17031260700,1691,7.072368421052631,42.10526315789473,188.8,2.27,13.75,73.77622377622379,9.6,4.2,37.25328947368421,0.0
Census tract,Tract 2608,17031260800,2271,15.151515151515152,47.75533108866442,204.0,0.87,14.0,64.31226765799256,10.1,4.4,19.921436588103255,5.343511450381679
Census tract,Tract 2609,17031260900,1778,13.214620431115277,53.23336457357076,98.4,1.67,13.08,65.60000000000001,10.5,4.0,33.0834114339269,0.0
Census tract,Tract 2610,17031261000,2289,2.9864675688287448,43.81707886140924,160.2,2.73,14.5,43.75876577840112,8.4,4.5,28.184787680821277,2.9094827586206895
Census tract,Tract 2705,17031270500,1619,2.6931254429482636,58.25655563430191,185.4,2.8999999999999995,15.17,72.0754716981132,15.5,4.2,18.993621545003545,7.792207792207792
Census tract,Tract 2712,17031271200,1172,6.365655070318282,59.36343449296817,132.4,0.95,16.33,45.53846153846154,7.7,4.1,11.102886750555143,2.619047619047619
Census tract,Tract 2713,17031271300,1060,4.886363636363637,48.29545454545455,111.0,2.35,13.33,78.75647668393782,9.0,3.5,16.363636363636363,3.003003003003003
Census tract,Tract 2714,17031271400,1535,11.074049366244164,55.570380253502336,94.6,0.96,15.67,56.82382133995038,7.8,4.3,14.87658438959306,1.3207547169811322
Census tract,Tract 2715,17031271500,1373,9.636963696369635,41.056105610561055,59.8,1.72,14.5,39.73941368078176,7.1,4.6,19.8019801980198,2.109704641350211
Census tract,Tract 2718,17031271800,976,22.82471626733922,20.933165195460276,59.6,1.47,16.17,63.05220883534136,4.7,3.7,8.953341740226985,0.0
Census tract,Tract 2801,17031280100,7421,2.011457670273711,1.705919796308084,340.8,0.08,17.03,21.13140537798072,1.8,3.6,4.774029280712922,1.806118687799484
Census tract,Tract 2804,17031280400,1231,5.678233438485805,32.018927444794954,101.6,1.55,17.5,44.639376218323584,8.8,3.9,23.89589905362776,5.525846702317291
Census tract,Tract 2808,17031280800,1198,0.7804878048780488,39.609756097560975,106.6,0.67,14.0,71.38157894736842,8.9,4.2,20.195121951219512,4.861111111111112
Census tract,Tract 2809,17031280900,1077,16.027280477408354,28.72975277067349,87.4,1.69,13.83,33.85214007782101,5.7,3.4,15.430520034100596,1.4925373134328357
Census tract,Tract 2819,17031281900,7031,3.0257862572663585,4.635564167536145,279.8,0.11,16.04,31.98420533070089,1.3,2.7,5.917424355343568,4.306331471135941
Census tract,Tract 2827,17031282700,2558,7.744259342638451,11.75146330481765,170.2,0.68,15.25,52.93072824156305,3.2,3.1,10.80594326879784,5.313092979127135
Census tract,Tract 2828,17031282800,1634,10.00599161174356,21.509886159376872,39.4,0.22,16.67,33.41013824884793,4.3,3.6,6.171360095865787,5.298013245033113
Census tract,Tract 2831,17031283100,2717,12.071535022354697,4.023845007451564,94.6,0.11,15.25,46.64879356568365,4.1,3.5,13.338301043219076,2.661064425770308
Census tract,Tract 2832,17031283200,1670,1.7787659811006111,30.794886047804336,74.0,0.48,17.17,55.074875207986686,4.3,4.2,6.0589216231239575,1.2150668286755772
Census tract,Tract 2838,17031283800,3343,7.248810523369717,25.328855303666387,100.4,0.53,14.17,34.83516483516483,5.8,4.5,6.521130702490904,2.050963331261653
Census tract,Tract 2909,17031290900,3975,5.624560581204594,52.870869463323174,257.8,1.93,13.0,60.14967259120674,9.5,3.7,28.28685258964144,11.059907834101384
Census tract,Tract 2912,17031291200,2286,10.182767624020888,38.38120104438642,176.2,0.97,13.58,51.45067698259188,9.4,3.3,27.219321148825067,3.318903318903319
Census tract,Tract 2916,17031291600,874,7.6923076923076925,16.666666666666664,27.8,0.53,15.67,25.0,4.7,3.8,14.304993252361673,2.2988505747126435
Census tract,Tract 2922,17031292200,2942,12.90192926045016,37.17845659163987,164.0,2.75,11.33,53.36194563662375,8.0,4.0,17.363344051446948,6.589958158995817
Census tract,Tract 2924,17031292400,2041,14.717403469501958,41.801902630106326,146.2,3.22,13.08,57.6271186440678,9.3,4.0,16.67599328483492,0.5747126436781609
Census tract,Tract 2925,17031292500,4057,25.565217391304344,33.18840579710145,179.0,2.43,12.88,49.68944099378882,8.6,4.8,26.81159420289855,3.3602150537634405
Census tract,Tract 3005,17031300500,3243,23.96884914912028,32.56417652148832,52.0,0.69,15.33,40.14598540145985,5.7,4.1,6.172483415056244,17.911975435005118
Census tract,Tract 3006,17031300600,3253,18.72309899569584,40.20803443328551,90.4,0.86,15.42,43.58974358974359,6.6,3.9,16.49928263988522,4.066736183524505
Census tract,Tract 3007,17031300700,4798,23.08814336320067,26.63054803083976,126.8,0.54,12.83,51.57790927021696,5.3,3.8,11.335694936445092,7.234279354479689
Census tract,Tract 3008,17031300800,4136,32.1522623892746,43.47617907589179,107.4,0.64,15.08,59.36030103480715,8.7,3.9,7.469475700263346,13.723916532905298
Census tract,Tract 3009,17031300900,4553,15.168690958164644,32.79352226720648,109.8,0.4,13.72,57.14285714285714,6.5,3.8,21.214574898785425,5.707346690953248
Census tract,Tract 3011,17031301100,2323,15.28117359413203,34.10757946210269,50.4,0.88,14.42,61.75438596491228,5.2,3.7,13.243683781581092,8.236808236808237
Census tract,Tract 3012,17031301200,4087,12.733237646093908,54.56223087963912,63.0,0.22000000000000003,14.67,52.21169036334913,5.9,4.0,17.100676645478778,9.113300492610838
Census tract,Tract 3016,17031301600,4995,18.730249928181557,28.15282964665326,78.4,0.44,13.42,84.92307692307692,5.9,4.0,23.78626831370296,7.9035498995311455
Census tract,Tract 3017.01,17031301701,4279,19.342452603791696,25.509959203263737,80.8,0.57,14.17,46.1212976022567,5.4,4.1,20.134389248860092,12.293956043956044
Census tract,Tract 3017.02,17031301702,4121,26.168440536788523,42.04072188801481,43.2,0.35,12.5,13.368983957219251,6.5,3.8,7.172605275335493,12.80193236714976
Census tract,Tract 3018.01,17031301801,3947,12.227575131910989,53.33792154163799,71.6,0.14,13.25,34.39878234398782,5.7,3.9,7.754072034870384,9.67741935483871
Census tract,Tract 3018.02,17031301802,3376,20.794861501405055,26.85668406262545,124.2,0.35,15.89,70.37037037037037,5.1,3.9,12.565234845443596,1.3756613756613756
Census tract,Tract 3018.03,17031301803,5107,9.34436274509804,25.337009803921568,76.6,0.51,12.33,48.04469273743017,4.6,3.6,12.46936274509804,6.530958439355386
Census tract,Tract 3102,17031310200,1588,5.681818181818182,1.9736842105263157,78.4,0.25,17.33,41.458333333333336,2.7,4.0,10.167464114832535,2.398989898989899
Census tract,Tract 3103,17031310300,1767,4.977116704805492,6.807780320366133,70.4,0.57,17.67,40.86629001883239,4.9,4.5,9.439359267734554,6.54911838790932
Census tract,Tract 3104,17031310400,1375,15.800273597811218,15.526675786593708,42.2,0.28,15.5,40.43715846994536,3.8,3.6,9.849521203830369,4.270986745213549
Census tract,Tract 3105,17031310500,1399,20.364741641337385,31.185410334346503,51.4,0.0,18.17,29.62264150943396,4.7,3.4,3.951367781155015,2.4890190336749636
Census tract,Tract 3106,17031310600,5498,5.646417445482866,22.313084112149532,170.8,0.44999999999999996,17.58,34.05056481979559,4.3,3.8,10.922897196261683,6.856916369401506
Census tract,Tract 3107,17031310700,1700,21.408839779005525,28.383977900552487,59.0,0.27,17.0,53.293413173652695,5.0,3.7,10.220994475138122,8.25242718446602
Census tract,Tract 3108,17031310800,4175,13.390777829529576,19.748486259897533,108.2,0.09,16.83,39.869281045751634,4.3,3.6,8.802980903586398,2.847380410022779
Census tract,Tract 3109,17031310900,4781,9.191321499013808,23.629191321499015,148.4,0.27,15.17,37.053182214472535,4.5,4.0,12.702169625246547,7.472178060413355
Census tract,Tract 3201.01,17031320101,9532,7.087726926839874,3.076421350146755,271.0,0.37,17.26,39.229422066549915,3.1,7.6,8.674855962604632,4.196314541142128
Census tract,Tract 3201.02,17031320102,4846,3.377110694183865,3.883677298311445,563.2,0.37000000000000005,18.31,45.05183788878417,2.4,4.1,2.7579737335834897,3.529839883551674
Census tract,Tract 3204,17031320400,2856,16.538579772517675,7.931140485705503,464.2,0.0,19.17,60.828025477707,3.0,4.2,10.882262526898248,0.0
Census tract,Tract 3206,17031320600,6395,3.6444591029023745,8.228891820580476,286.8,0.64,17.08,39.743589743589745,2.4,4.0,9.927440633245382,2.478678038379531
Census tract,Tract 3301.01,17031330101,4592,7.292490118577074,1.4229249011857708,98.2,1.13,16.83,9.01639344262295,2.7,6.3,4.288537549407115,0.0
Census tract,Tract 3301.02,17031330102,10811,1.7193400914331147,4.1542436891274095,327.0,1.13,16.83,45.612295488349034,2.4,4.3,11.160803021268135,5.702167766258246
Census tract,Tract 3301.03,17031330103,8248,1.704283740211884,10.087517273146016,265.8,1.1300000000000001,16.83,33.50743270389715,2.9,4.1,9.926301243666511,0.0
Census tract,Tract 3302,17031330200,4008,0.7433102081268582,16.57581764122894,147.0,0.5,14.5,42.35294117647059,4.7,6.7,7.358771060455897,0.3923766816143498
Census tract,Tract 3403,17031340300,1865,5.596801827527127,29.8686464877213,19.8,0.0,14.17,47.45762711864407,6.4,5.3,6.853226727584237,1.8156424581005588
Census tract,Tract 3404,17031340400,1844,16.73493270918666,35.86892919836161,47.8,0.21,17.0,53.755868544600936,5.7,4.2,7.957870099473376,5.857142857142858
Census tract,Tract 3405,17031340500,1629,5.207687538747676,21.7606943583385,51.8,0.16,16.67,33.60655737704918,7.6,7.3,18.164910105393677,3.810504634397528
Census tract,Tract 3406,17031340600,1151,5.431093007467753,72.91242362525459,92.8,0.0,15.58,41.16424116424117,15.2,4.9,17.311608961303463,10.121457489878544
Census tract,Tract 3501,17031350100,2228,7.20966484801247,12.35385814497272,30.0,0.26,11.33,47.102425876010784,2.1,3.2,6.625097427903351,9.097035040431267
Census tract,Tract 3504,17031350400,1512,9.721362229102168,68.73065015479877,54.6,1.49,13.0,42.54317111459969,10.1,3.3,24.58204334365325,1.8404907975460123
Census tract,Tract 3510,17031351000,3640,6.9426250982446955,21.24705265915641,318.0,1.9,13.89,45.15272244355909,4.4,4.4,13.780455855383808,4.598628479225495
Census tract,Tract 3511,17031351100,2038,6.232558139534883,77.20930232558139,109.6,1.19,11.39,49.569377990430624,12.3,3.6,24.55813953488372,0.0
Census tract,Tract 3514,17031351400,1392,10.23142509135201,54.8721071863581,60.8,0.72,15.0,35.70451436388509,10.8,5.1,30.267965895249695,8.930817610062892
Census tract,Tract 3515,17031351500,823,5.458515283842795,39.737991266375545,36.2,1.5699999999999998,13.75,42.77456647398844,5.4,3.2,13.100436681222709,0.0
Census tract,Tract 3602,17031360200,1651,10.331905781584585,57.441113490364025,83.8,1.99,14.17,51.9205298013245,9.6,4.5,12.687366167023551,2.472187886279358
Census tract,Tract 3801,17031380100,2207,7.831646244006393,32.76505061267981,74.0,1.06,16.0,64.95238095238095,7.4,5.3,25.306339904102295,0.0
Census tract,Tract 3802,17031380200,2408,2.1134593993325916,30.088987764182423,74.6,1.06,12.58,57.27181544633901,10.0,6.4,28.86540600667408,1.32013201320132
Census tract,Tract 3806,17031380600,3947,11.661250238960044,35.767539667367615,254.4,0.8068312958435206,14.89,60.11749347258486,8.3,4.4,15.21697572165934,4.695735505510302
Census tract,Tract 3812,17031381200,2077,9.44767441860465,25.0,73.4,1.13,14.0,44.38502673796791,5.1,4.5,13.565891472868216,3.2846715328467155
Census tract,Tract 3814,17031381400,1796,19.44608131997643,30.878020035356514,152.0,1.74,12.83,51.83887915936952,8.7,3.4,18.856806128461994,3.415300546448088
Census tract,Tract 3815,17031381500,667,5.4411764705882355,41.3235294117647,50.6,4.62,15.0,77.45664739884393,12.1,4.8,30.58823529411765,0.0
Census tract,Tract 3817,17031381700,18,,,3.2,,12.67,,,,,
Census tract,Tract 3818,17031381800,1462,9.786950732356855,26.03195739014647,129.4,1.32,15.08,43.15789473684211,4.9,4.4,7.589880159786951,2.1992238033635187
Census tract,Tract 3819,17031381900,1106,7.990690457719161,18.774243599689683,42.8,1.44,15.5,47.23618090452261,6.5,5.1,17.30023273855702,0.0
Census tract,Tract 3901,17031390100,1553,14.570290267501424,24.58736482640865,104.4,0.76,12.0,79.41888619854721,4.1,4.3,20.66021627774616,0.0
Census tract,Tract 3902,17031390200,1883,5.720823798627003,15.05720823798627,98.6,1.85,14.42,45.25316455696203,3.6,4.7,5.354691075514874,1.762114537444934
Census tract,Tract 3903,17031390300,2617,5.677966101694915,35.38135593220339,132.6,1.53,14.75,39.31818181818182,10.3,4.9,21.991525423728813,0.0
Census tract,Tract 3904,17031390400,2871,4.799063597346859,49.35622317596567,142.4,2.11,13.75,44.0,10.0,5.7,24.073351541162697,2.1592442645074224
